Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect,Remaining_KM
Sedan,2,71898,89,1775,30,13.8,12.52,41,29,Worn,Low,12,Yes,25000-50000,31942.12231
Hatchback,5,149368,97,2987,41,21.2,12.55,40,36,Good,Low,8,No,80000+,90610.62223
Hatchback,4,150045,98,1746,30,20.8,11.77,45,33,Good,Medium,4,No,50000-80000,59018.74095
Truck,10,23687,107,3194,28,8.6,11.74,34,34,Worn,Low,2,No,25000-50000,40640.33717
Hatchback,11,82566,97,1564,42,18.1,12.53,25,28,Good,High,7,No,25000-50000,41698.58213
Sedan,4,179354,84,798,35,17.8,12.54,32,30,Critical,Low,2,No,50000-80000,61613.97488
Truck,3,156175,103,1234,37,9.3,12.41,43,31,Good,Low,7,No,50000-80000,79596.07876
Truck,11,121829,102,2104,32,5.7,12.23,35,36,Worn,Medium,6,No,25000-50000,39749.46224
Hatchback,12,112930,92,2436,39,15.8,12.72,27,35,Worn,Low,7,No,80000+,92913.50608
SUV,3,155113,94,788,37,8.1,12.36,44,33,Worn,Medium,2,No,80000+,96681.41479
Hatchback,8,25281,88,3001,28,19.2,12.41,33,28,Worn,Low,6,No,50000-80000,63518.10794
SUV,11,169730,88,1457,34,13.6,12.75,42,34,Good,Medium,2,No,80000+,97696.41762
Sedan,3,174415,88,1438,42,13.2,11.9,32,33,Good,Low,11,No,50000-80000,71752.14578
Truck,9,234776,110,2636,36,9.5,12.07,43,32,Worn,Low,7,No,25000-50000,33842.75069
Truck,5,6813,114,1228,20,6.3,11.9,30,30,Moderate,Medium,4,No,3000-10000,8706.544928
Hatchback,8,191157,88,1348,29,19.1,12.7,39,30,Moderate,Low,5,No,50000-80000,60173.61635
Sedan,9,180610,96,3033,41,13.4,12.77,32,30,Good,Low,6,No,80000+,84726.52508
Sedan,4,67554,96,2170,38,14.8,12.72,39,33,Moderate,Medium,10,Yes,25000-50000,32210.52609
Truck,6,74405,104,2203,33,7.6,12.63,27,29,Worn,Low,6,No,25000-50000,41995.0173
Sedan,1,114541,89,1088,41,17.3,12.26,35,29,Good,Low,2,No,80000+,92450.52835
Sedan,6,167282,92,3308,38,15.8,12.68,34,35,Moderate,Low,11,No,50000-80000,73802.67279
Sedan,7,63873,97,2270,45,14.2,11.98,39,34,Moderate,Low,11,Yes,25000-50000,45008.53011
Truck,4,177808,99,3410,29,10,12.12,29,35,Moderate,Low,9,Yes,25000-50000,31308.82043
SUV,5,78666,104,1880,32,9.6,11.9,44,35,Good,Low,7,Yes,50000-80000,73048.22009
Truck,8,26043,98,2943,31,8.8,11.76,36,33,Good,High,9,No,10000-25000,14945.37046
Hatchback,5,144501,87,2973,47,15.5,12.2,38,35,Good,Low,2,No,80000+,84880.09403
Sedan,5,142634,101,3052,33,17.3,12.7,25,33,Worn,High,3,No,10000-25000,24884.64389
Truck,8,96431,111,1326,31,3.7,12.13,27,33,Good,Low,10,No,25000-50000,30316.62196
Truck,10,154083,115,2411,30,5.9,12.09,43,33,Moderate,Low,1,Yes,10000-25000,12478.42859
Hatchback,7,46382,90,3084,44,22.7,11.97,32,31,Moderate,Medium,10,No,50000-80000,79518.38402
Truck,9,117222,108,758,31,6.8,12.26,31,35,Good,High,6,No,3000-10000,7352.99848
Truck,1,112580,107,3382,23,3.7,11.7,25,29,Moderate,Low,1,Yes,10000-25000,14302.27116
Sedan,11,86065,98,2737,36,15.1,12.3,43,29,Good,Low,12,No,50000-80000,64120.14652
Sedan,10,9495,93,2217,41,11.9,12.62,40,34,Moderate,Low,5,Yes,50000-80000,59223.94359
Sedan,4,131098,95,2657,40,14,12.11,27,29,Moderate,High,4,No,25000-50000,29419.75524
Truck,2,55984,107,1061,24,7.3,12.79,34,32,Critical,Medium,8,No,3000-10000,3769.150981
Sedan,4,132256,95,1371,33,17.2,12.43,44,35,Good,Low,9,No,50000-80000,51057.95262
Sedan,5,56470,90,2759,31,17.4,12.25,39,35,Critical,Medium,11,No,10000-25000,14626.51331
Hatchback,7,245033,94,1885,46,21.6,12.12,32,33,Good,Medium,8,No,80000+,91605.74836
Sedan,7,50021,88,1321,33,12.5,12.61,30,29,Worn,Medium,6,No,50000-80000,55395.77695
Sedan,2,160463,95,2441,31,15.7,11.89,43,36,Good,Low,1,Yes,50000-80000,74569.38756
SUV,4,148562,103,3160,42,9.8,12.3,37,33,Critical,Low,9,Yes,25000-50000,30152.76377
Hatchback,1,241195,86,946,33,17.4,12.42,31,34,Good,Medium,8,No,50000-80000,64504.45211
SUV,5,71139,99,1113,25,9.9,12.47,41,31,Worn,Medium,11,No,25000-50000,46925.22649
SUV,12,124259,99,1240,30,10.2,12.33,25,28,Worn,Low,2,Yes,50000-80000,79991.34409
SUV,1,225800,93,1897,32,10.9,12.59,34,35,Critical,Medium,9,No,25000-50000,43872.12959
Truck,5,34125,96,3154,21,7.4,12.36,43,31,Good,High,3,No,3000-10000,3602.272777
Hatchback,7,206243,90,2312,38,21.6,12.16,45,34,Good,Low,7,No,80000+,100131.3197
Hatchback,7,204526,99,3103,43,20.2,12.75,33,35,Critical,Low,5,No,25000-50000,34280.63224
Hatchback,9,215470,86,1510,37,20.4,12.19,44,32,Worn,High,8,No,25000-50000,36799.9024
Hatchback,3,182153,99,646,29,14.7,11.93,26,30,Good,Low,9,No,50000-80000,66701.42288
Hatchback,3,88587,90,674,35,16.8,12.03,42,32,Moderate,High,9,Yes,10000-25000,11267.38226
SUV,6,45313,94,3029,27,9.3,12.42,43,32,Moderate,Low,8,No,80000+,101285.0986
Hatchback,4,219689,94,2444,48,16.9,12.23,38,31,Good,High,11,No,25000-50000,42366.55572
Truck,5,57964,103,1895,24,9.1,12.18,27,30,Good,Low,5,No,50000-80000,55261.50833
Hatchback,7,200621,89,2856,46,16.4,12.59,45,36,Good,High,7,No,50000-80000,71443.46513
Sedan,6,68887,98,3322,35,14.2,12.8,31,29,Worn,Medium,3,No,25000-50000,44753.26509
SUV,12,95713,93,1014,32,11.6,12.65,44,32,Good,Low,6,Yes,80000+,103922.837
Truck,10,80331,102,2731,31,9,11.86,42,35,Critical,Medium,4,No,10000-25000,18009.74056
Sedan,10,197012,88,3482,35,12.7,11.97,37,28,Good,Low,7,No,80000+,90104.12965
SUV,1,67620,94,3090,27,14.3,12.67,36,33,Good,Medium,2,No,80000+,103331.0099
SUV,12,113065,97,3104,36,8.7,12.49,25,29,Good,Low,5,No,80000+,92686.91928
Truck,2,19852,109,3408,22,8.3,12.4,28,28,Moderate,High,6,No,3000-10000,8809.205151
Sedan,3,224723,92,2177,45,16.7,12.71,43,36,Good,Medium,12,No,50000-80000,68670.83393
Truck,1,94297,109,2812,23,5.6,12.51,37,28,Worn,High,2,No,3000-10000,6853.737417
Hatchback,3,105432,91,2122,43,18.5,11.89,27,34,Critical,Medium,4,No,25000-50000,44611.66572
Truck,6,177507,99,2921,20,5.6,12.67,28,30,Good,Low,6,No,25000-50000,41584.81101
Truck,7,127908,117,2285,35,4.2,12.59,42,32,Worn,Low,7,No,10000-25000,20373.25764
SUV,10,174492,91,914,33,12.1,12.79,44,33,Worn,Low,9,No,80000+,94767.55107
Sedan,12,175951,97,2616,34,15.1,12.35,41,35,Good,Medium,11,No,25000-50000,34795.77414
SUV,4,184646,94,1330,25,10.3,12.66,39,30,Good,Low,10,No,80000+,90786.29208
SUV,4,159158,99,3414,35,8.5,12.39,38,28,Good,High,8,No,25000-50000,43378.353
SUV,11,105014,94,2870,29,11,12.32,29,30,Worn,Low,10,Yes,50000-80000,66226.15598
Sedan,10,89491,95,1532,28,15.9,12.45,44,35,Critical,Low,2,Yes,25000-50000,37157.55439
Sedan,10,105463,91,1215,26,17.5,12.4,29,34,Critical,High,7,No,10000-25000,16577.01955
Hatchback,6,215965,92,3476,42,17.9,12.38,44,33,Good,High,4,No,50000-80000,68382.6175
Hatchback,3,53462,83,1536,38,19.4,11.98,38,34,Good,Low,3,No,80000+,92127.51503
Truck,6,97626,101,2940,30,9.2,12.7,37,36,Moderate,Low,3,No,25000-50000,33505.53634
Hatchback,6,44890,94,2756,41,19.6,12.59,32,36,Moderate,High,10,Yes,25000-50000,41193.9749
Truck,1,85164,110,2343,28,6.8,12.77,37,32,Good,Low,4,No,25000-50000,33702.51637
Hatchback,4,133705,97,1570,39,15.3,11.8,33,30,Good,Low,7,Yes,50000-80000,53001.83666
Hatchback,5,55175,98,2508,32,20.5,11.98,43,28,Good,Low,9,No,50000-80000,59237.43999
SUV,2,219663,103,2344,33,11.2,11.73,30,35,Moderate,High,7,No,25000-50000,28665.36438
Truck,1,159325,105,2260,30,7.2,11.91,40,35,Good,Medium,11,No,10000-25000,16403.73102
Hatchback,10,131205,97,2338,42,16.3,12.01,44,31,Moderate,Low,2,No,80000+,94643.4997
Sedan,4,118022,98,1783,41,12.7,12.8,41,29,Moderate,High,12,No,10000-25000,19694.39656
Truck,1,151349,116,2856,17,7.5,12.58,38,30,Good,High,5,No,0-3000,2132.40711
Hatchback,6,80103,94,1537,45,13.8,11.94,44,30,Worn,Low,8,No,80000+,98125.32351
Sedan,5,57528,94,2332,31,17.4,12.02,26,36,Good,Low,10,No,80000+,98924.70358
Truck,1,104985,105,2513,27,11,12.69,32,32,Critical,High,7,No,3000-10000,4153.758783
Hatchback,4,26134,95,1585,41,13.9,12,32,36,Good,Low,10,No,80000+,85602.37241
Truck,8,112506,116,2741,33,6.4,12.24,43,33,Good,Low,11,No,10000-25000,19993.92171
Truck,8,127557,109,2253,21,5.9,12.3,42,31,Moderate,High,6,Yes,0-3000,743.695847
Hatchback,8,214818,89,1282,40,15.4,12.27,36,30,Good,High,12,No,25000-50000,41725.15062
Sedan,1,36216,97,2303,35,16.3,12.05,33,28,Worn,Medium,6,No,25000-50000,25535.62279
Hatchback,7,197977,84,1162,43,18.8,12.21,33,33,Good,Low,5,Yes,80000+,97178.23007
Sedan,10,5187,100,1789,44,16.1,12.33,36,32,Worn,Low,8,Yes,50000-80000,74074.5175
SUV,5,179843,88,949,34,9.6,12.69,30,31,Good,Low,1,Yes,80000+,86121.93835
Hatchback,4,38881,85,2376,31,21.9,11.7,36,35,Critical,Medium,2,Yes,25000-50000,27757.59255
Sedan,11,237772,93,2723,30,13.9,12.43,33,28,Moderate,Low,6,No,50000-80000,57433.19604
SUV,7,95077,100,3406,39,7.5,12.44,44,36,Worn,Low,9,No,80000+,100005.6399
Hatchback,2,40021,86,1881,41,19.9,12,25,29,Good,High,11,No,25000-50000,39253.61326
Sedan,12,227110,92,1633,28,16.3,12.01,34,29,Moderate,Medium,11,No,25000-50000,29947.60712
SUV,2,60113,100,2968,30,11.4,12.69,27,33,Moderate,Low,2,No,80000+,85173.51123
Sedan,1,17817,94,677,40,15.3,12.09,40,33,Good,Low,10,Yes,80000+,102723.9957
Sedan,10,156778,97,1223,36,14.6,12.61,27,31,Moderate,Low,8,No,50000-80000,53058.66097
Sedan,2,23345,93,1395,32,16.8,12.65,36,29,Moderate,Low,11,No,25000-50000,47015.07139
SUV,6,248862,94,1639,28,11.8,11.79,25,28,Worn,Low,8,No,80000+,89195.8629
SUV,8,53280,95,1315,27,10.1,11.74,31,30,Critical,Low,12,No,10000-25000,15837.40593
Hatchback,2,201345,88,2134,35,16.8,12.57,45,30,Good,Low,8,No,80000+,89912.95966
SUV,6,47355,103,1745,30,13.2,12.05,25,29,Good,Low,3,No,80000+,89039.58401
Hatchback,7,162142,95,2070,36,20.3,12.37,42,33,Critical,High,4,No,10000-25000,23584.48894
Sedan,1,148100,89,1850,34,12.6,12.44,26,32,Good,Medium,10,No,50000-80000,54695.22308
SUV,6,99525,103,2818,30,12.1,11.84,44,29,Good,Medium,1,No,80000+,93931.94837
Sedan,11,10628,98,1733,31,14.6,11.86,28,34,Good,Low,1,No,80000+,99606.27574
Sedan,6,63525,89,3220,33,12.5,12.47,26,29,Good,Low,9,No,80000+,96690.47465
Sedan,9,104467,92,2172,39,14.3,12.05,37,36,Good,Medium,1,No,80000+,93102.75866
Hatchback,4,60474,96,1985,35,14.8,12.6,34,31,Worn,Low,5,No,50000-80000,57370.17695
SUV,4,233366,91,1495,30,12.3,12.13,35,35,Worn,High,10,Yes,25000-50000,39045.51969
Hatchback,1,37175,90,713,28,13.6,12.64,36,35,Good,Low,7,Yes,50000-80000,63765.32984
Truck,11,185298,107,2882,30,6.9,12.58,27,35,Good,Low,4,Yes,10000-25000,11415.55316
SUV,3,174995,105,1847,37,13.5,11.89,41,33,Good,High,6,No,50000-80000,74039.11839
SUV,6,206802,98,2589,32,9,11.78,34,35,Good,High,5,No,25000-50000,29342.14884
Truck,6,42807,103,1558,36,6.6,11.84,44,35,Good,Medium,5,No,50000-80000,58655.9872
Hatchback,2,74192,91,785,43,20.5,12.7,29,33,Good,Medium,11,No,50000-80000,62995.06036
SUV,7,173852,102,1244,39,9.4,12.41,38,28,Worn,Low,4,No,80000+,93636.16874
Sedan,4,100186,100,683,37,12,12.48,40,28,Worn,Low,8,No,50000-80000,62071.5808
Truck,1,51582,98,3088,22,10.9,12.41,35,35,Good,Medium,4,No,25000-50000,42089.58506
Sedan,8,195278,97,1017,34,15.6,11.93,26,33,Moderate,Low,4,No,50000-80000,60961.68371
Truck,8,214578,115,2871,26,5.7,12.17,36,31,Good,Low,3,No,25000-50000,26160.29763
SUV,3,99910,95,2671,34,10,12.37,34,36,Good,Medium,5,No,50000-80000,74502.71455
SUV,1,234751,92,2785,41,13.5,12.34,35,28,Moderate,Low,6,No,80000+,91558.54122
SUV,8,59272,102,1390,34,13.1,12.27,38,29,Worn,Medium,10,No,50000-80000,51564.56443
SUV,9,117275,101,859,40,14.9,11.84,33,34,Worn,Medium,12,No,25000-50000,39144.66466
Hatchback,3,35743,94,3489,44,17.7,12.53,45,33,Moderate,Medium,4,No,50000-80000,79983.89394
Sedan,9,45629,92,2407,37,16.8,12.32,40,28,Moderate,High,9,Yes,25000-50000,37064.16235
Truck,7,164077,98,2282,21,6.9,12.11,31,29,Worn,Low,1,No,25000-50000,44962.13926
Truck,5,213540,97,785,25,4.7,11.92,40,33,Good,High,1,No,25000-50000,27047.25502
SUV,7,38174,102,1366,27,11.3,12.35,32,34,Good,Low,5,Yes,50000-80000,65136.34688
Truck,12,230194,114,1147,28,4.8,12.01,35,31,Moderate,High,2,No,3000-10000,6318.096973
Sedan,8,37942,85,1730,31,12.7,12.44,29,33,Good,Medium,5,No,50000-80000,61311.96948
Hatchback,4,218848,87,2292,33,20.1,12.33,44,35,Good,Low,1,No,80000+,90314.21248
Truck,11,71247,93,3240,28,7.6,12.79,40,30,Worn,Medium,8,No,25000-50000,39477.75121
Truck,9,123059,105,3124,24,7.5,11.81,35,33,Worn,Medium,4,Yes,10000-25000,18299.35025
SUV,4,95193,89,980,30,10.1,12.8,36,36,Good,High,3,No,50000-80000,69559.54007
Sedan,7,105405,90,1744,32,17.6,11.94,28,30,Good,Low,3,No,80000+,84027.1454
Hatchback,8,84360,87,1589,42,16.6,12.26,36,33,Moderate,Low,6,Yes,50000-80000,53421.78586
SUV,2,241182,95,3020,32,8.8,11.98,38,31,Good,Low,9,No,80000+,95617.09367
Truck,9,143259,105,2910,18,8.8,11.79,34,28,Moderate,High,9,No,3000-10000,4683.60565
Sedan,10,197737,97,1955,30,13.5,12,40,29,Good,Medium,1,No,50000-80000,56903.29078
Sedan,2,208318,91,1543,31,16.2,12.09,27,31,Good,Low,7,Yes,50000-80000,78925.36334
SUV,2,64932,93,2824,36,11.7,12.43,36,33,Good,High,3,Yes,50000-80000,77316.63284
Truck,5,37988,105,2097,31,5.5,11.77,38,34,Moderate,Low,6,Yes,25000-50000,39179.88438
SUV,4,85064,97,2591,43,8.5,12.63,45,32,Good,Low,2,No,80000+,93015.94467
Sedan,2,168157,93,1187,29,15.9,12.59,45,35,Good,Low,6,Yes,50000-80000,50701.56765
Truck,4,14629,112,761,29,7.3,12.7,33,29,Moderate,Medium,8,No,10000-25000,17798.16653
SUV,4,205660,94,2804,26,10.3,12.23,35,36,Moderate,Low,11,No,50000-80000,66083.62599
SUV,9,217067,103,1480,36,11.4,11.8,36,35,Good,Low,4,No,80000+,99997.30764
Truck,7,126933,93,2564,33,6.7,12.04,31,31,Moderate,High,8,No,10000-25000,17706.68485
SUV,2,125458,103,2275,37,11.9,12,27,29,Moderate,Low,12,No,50000-80000,70385.77106
SUV,6,223768,95,2683,27,11.3,12.22,33,29,Worn,High,4,No,25000-50000,28002.55433
SUV,1,243966,94,2647,38,11.8,12.02,40,33,Worn,Low,3,No,80000+,95820.81592
SUV,7,190726,97,2200,25,7.8,12.08,26,29,Critical,High,6,No,10000-25000,13359.48846
Hatchback,8,77395,94,1546,35,17.1,12.55,32,30,Good,Low,9,No,80000+,97781.91443
Sedan,6,173459,95,3293,42,19,12.19,36,30,Worn,Low,3,Yes,50000-80000,79475.93735
SUV,2,182700,93,685,33,9.6,12.17,31,32,Critical,Low,12,No,25000-50000,38691.25617
Sedan,7,147128,91,1985,29,13,12.12,33,31,Worn,Low,4,No,50000-80000,72098.22112
Hatchback,5,139875,92,870,42,15.7,12.23,41,31,Good,High,1,No,50000-80000,60374.90845
Hatchback,10,243203,91,784,39,16.7,12.42,29,30,Good,Medium,8,No,80000+,101219.8717
SUV,2,226311,102,1528,29,9.3,12.57,32,36,Moderate,Low,2,No,80000+,95225.45234
Sedan,1,153894,83,1961,41,13.6,11.74,39,31,Moderate,Medium,12,Yes,25000-50000,26987.44384
Truck,8,205572,101,1297,31,7.5,12.2,42,31,Good,Low,7,No,50000-80000,78180.82496
SUV,4,208969,104,2961,35,13,12.38,38,29,Good,Low,1,No,80000+,98935.66648
Sedan,6,232165,83,1426,30,15.9,12.61,45,30,Critical,High,6,No,10000-25000,17366.7828
Hatchback,2,69811,93,2085,43,19.6,12.07,34,30,Moderate,High,6,No,25000-50000,39530.88237
Hatchback,1,67565,87,2002,40,19.4,11.84,29,35,Moderate,Low,6,Yes,50000-80000,74960.00414
Truck,1,74836,96,2511,27,6,12.02,26,33,Good,Medium,9,Yes,25000-50000,35241.13653
Sedan,6,49698,94,1157,41,16.2,12.31,41,36,Critical,Low,4,No,50000-80000,64600.83966
Sedan,2,5857,95,1881,38,13.3,12.25,28,29,Moderate,Low,4,No,50000-80000,51358.02209
Sedan,12,127434,86,2831,32,16.7,11.77,32,34,Critical,Medium,11,Yes,3000-10000,8989.459906
Sedan,10,214544,100,692,27,13.4,12.56,43,36,Good,Medium,3,No,50000-80000,76660.18016
Hatchback,3,143884,89,933,35,20,12.53,39,32,Good,High,11,No,10000-25000,24878.96651
Truck,3,35893,101,1927,21,5.7,12.08,31,32,Good,Low,3,No,25000-50000,43890.13715
Hatchback,3,118613,94,2171,41,19.8,12.05,27,34,Critical,Low,6,No,50000-80000,51676.07498
SUV,4,198244,104,2909,38,9.5,12.02,38,29,Good,Low,8,No,80000+,96141.93822
SUV,7,15827,96,1055,36,7.5,12.53,26,36,Good,Low,9,No,80000+,85944.33233
Sedan,7,205398,89,1862,38,17.3,12.11,29,32,Good,High,10,No,50000-80000,76606.04671
SUV,3,236278,106,3346,34,11.5,12.19,28,35,Good,Low,5,Yes,25000-50000,46718.68558
Sedan,4,105901,95,2505,35,15.5,12.67,27,28,Good,High,8,Yes,10000-25000,17793.46854
SUV,5,108833,101,3382,38,12.5,11.76,32,34,Worn,Medium,7,Yes,50000-80000,50346.97597
SUV,7,147070,105,1998,35,9.9,12.05,32,30,Critical,Low,12,Yes,10000-25000,23240.57764
Sedan,12,109787,94,3117,28,12.7,12.4,35,30,Worn,Low,9,No,50000-80000,51748.52098
Truck,7,193145,102,2971,27,5.7,12.57,42,31,Good,High,12,No,3000-10000,4473.184592
Truck,8,212340,97,2132,18,5.8,12.69,40,28,Good,Low,12,No,10000-25000,15805.6721
Hatchback,8,120255,87,621,32,15.9,12.47,36,35,Moderate,High,4,No,25000-50000,25160.39857
Sedan,3,219947,90,2554,35,16.8,12.27,45,36,Worn,High,7,No,25000-50000,49010.09983
Hatchback,11,86851,91,3483,33,21.8,11.71,34,30,Worn,High,9,Yes,10000-25000,20949.54217
Sedan,3,93309,97,1031,37,16,11.75,40,35,Moderate,High,12,No,10000-25000,12573.68229
Sedan,4,196812,97,3296,28,12.3,11.99,38,28,Critical,Low,3,No,25000-50000,40101.68077
Truck,1,103083,102,2663,29,9.2,12.67,36,33,Moderate,Medium,6,No,25000-50000,44767.7337
SUV,6,245389,92,1676,32,7.4,12.62,27,33,Good,Low,5,Yes,80000+,95145.84728
Sedan,11,157298,93,1842,35,14.7,12.64,39,35,Critical,Low,6,No,25000-50000,39743.9981
Truck,1,14267,102,2174,21,7.6,11.97,25,29,Good,High,2,Yes,3000-10000,5051.699572
Truck,1,105855,113,1028,33,8.4,12.63,28,36,Good,Medium,10,No,10000-25000,22666.0002
Hatchback,8,188417,90,2013,39,16.9,12.15,38,29,Critical,Low,11,No,25000-50000,31636.34926
Truck,10,22627,97,2256,22,10.3,12.48,39,34,Moderate,Medium,2,No,25000-50000,29986.0587
Truck,1,85155,101,3449,30,10.8,11.86,26,34,Moderate,Low,4,No,25000-50000,27153.34937
SUV,10,174811,91,1601,39,14.5,12.09,39,34,Good,Low,12,No,80000+,93536.34878
SUV,9,99934,91,1596,31,12.1,12.27,44,35,Good,Low,10,No,80000+,99409.03351
SUV,5,38354,108,3169,30,9.8,12.04,32,36,Moderate,Low,9,No,25000-50000,39999.94577
SUV,7,60862,95,658,36,8.7,12.3,36,36,Moderate,Low,7,No,80000+,89024.77062
Sedan,6,150623,93,2383,41,15.8,11.73,29,34,Good,Low,10,No,80000+,94061.51269
Hatchback,1,70225,90,2867,35,19.8,12.44,27,29,Good,Medium,1,No,80000+,86724.0213
Truck,5,130921,112,1020,20,6.2,11.92,25,29,Good,Low,7,Yes,3000-10000,3290.803509
Sedan,6,86158,95,2700,43,12.1,11.76,44,36,Good,Low,1,No,80000+,86668.49379
Sedan,3,85405,95,2676,31,17.2,11.71,32,34,Moderate,High,11,No,3000-10000,4338.498264
Hatchback,10,47807,88,1802,47,20.8,12.72,43,30,Good,Low,4,No,80000+,97079.67095
SUV,12,15096,87,3097,25,11.4,12.13,33,36,Good,Low,12,No,50000-80000,74172.37024
Sedan,8,30058,99,3126,39,11.3,11.9,44,29,Worn,High,10,No,25000-50000,36885.36366
Hatchback,4,144545,89,2744,35,20.2,12.07,44,32,Good,Low,2,No,80000+,92262.65879
Sedan,4,210529,89,2628,38,15.7,12.09,33,33,Critical,Low,8,No,50000-80000,55583.87868
Sedan,11,220709,95,1491,32,12.3,12.44,26,35,Worn,Medium,11,No,10000-25000,16796.52734
Hatchback,3,156552,98,661,42,21.8,12.57,33,30,Moderate,Medium,6,No,50000-80000,67034.0356
SUV,1,49020,93,901,40,12.5,12.73,45,35,Good,Low,4,No,80000+,100472.0206
Hatchback,11,86553,93,2960,31,17.5,11.78,37,31,Good,High,8,No,25000-50000,30898.62722
Truck,6,86933,117,1240,27,9.7,12.6,29,32,Worn,Low,1,No,25000-50000,25868.15576
Sedan,12,124172,95,3157,41,16.5,12.22,33,33,Good,Low,8,No,80000+,98487.33441
Sedan,12,101946,85,2293,39,12.4,11.88,36,36,Critical,Low,4,No,50000-80000,64441.38242
Truck,6,149331,94,2246,28,7.8,12.13,32,33,Worn,Medium,1,No,50000-80000,77177.43149
Truck,8,111375,106,2911,26,5.7,12.02,27,31,Good,Medium,7,No,10000-25000,15281.98801
SUV,8,66849,99,809,24,12.8,11.87,25,30,Moderate,Low,8,Yes,50000-80000,73563.90804
Hatchback,11,121389,97,1727,36,20.2,12.21,30,36,Worn,Medium,10,No,50000-80000,52788.55143
Hatchback,7,192308,88,1642,42,21.5,12.31,37,33,Moderate,Medium,11,No,25000-50000,42318.65463
Truck,7,96301,109,2286,25,8.7,12.49,43,31,Critical,High,1,No,0-3000,2624.323227
Truck,3,145480,103,2745,24,9.4,12.2,34,31,Moderate,Low,9,No,25000-50000,35876.09491
SUV,1,115616,94,1659,35,12.1,12.44,26,28,Worn,Medium,6,Yes,50000-80000,73630.45211
SUV,4,190968,93,1536,35,11.8,11.87,31,32,Moderate,High,4,No,25000-50000,43205.10025
Hatchback,11,42552,90,2673,35,18.4,12.63,26,30,Worn,Low,11,No,25000-50000,42387.66395
Sedan,4,136703,85,676,36,17,11.81,32,31,Good,Low,9,No,80000+,89292.43567
Truck,8,90448,98,3074,33,7.9,12.02,39,33,Good,Medium,7,No,25000-50000,45488.68991
SUV,7,60768,103,878,37,10.4,12.43,33,29,Worn,Low,8,No,80000+,102242.8653
Truck,4,155912,98,3082,26,9,11.74,44,34,Critical,Medium,12,Yes,0-3000,288.1973737
Sedan,4,231573,93,632,30,15.6,11.95,29,30,Moderate,Low,9,No,50000-80000,56185.5287
SUV,5,95813,102,2552,38,8.2,12.01,39,31,Moderate,Low,4,No,80000+,91112.78186
SUV,4,6518,95,1331,37,14.1,11.85,26,31,Critical,Medium,3,Yes,25000-50000,31443.53977
Hatchback,10,176423,88,2795,42,16,12.52,32,29,Good,Low,2,No,80000+,102066.3054
Sedan,9,149734,88,908,40,12.1,12.38,40,28,Good,High,5,No,50000-80000,53934.57626
SUV,2,239994,102,1231,26,14.1,12.12,38,28,Critical,High,11,Yes,0-3000,214.4108206
Truck,6,33684,107,3423,18,4.1,12.35,26,28,Worn,Low,2,No,10000-25000,13603.06489
SUV,11,246664,100,2572,36,14.7,11.89,31,28,Worn,Low,8,No,80000+,86807.94219
Truck,7,114361,97,1008,21,7,12.28,32,31,Moderate,Low,9,No,10000-25000,18621.22941
Sedan,4,16998,90,2909,39,15.8,12.69,28,34,Moderate,Medium,7,No,50000-80000,59914.13541
Sedan,12,218144,97,812,37,16.9,12.53,33,28,Good,Low,10,No,80000+,86758.61419
Sedan,2,133298,97,2723,38,16.2,12.58,42,28,Good,Low,7,No,80000+,84537.54977
SUV,5,185893,103,2949,30,12.3,12.37,32,28,Moderate,Low,1,No,80000+,103744.759
Hatchback,4,178408,97,2652,43,14.6,12.04,26,32,Moderate,Low,7,No,50000-80000,66972.22603
Sedan,2,124003,102,3045,31,16.7,12.39,35,35,Good,High,3,No,25000-50000,34743.56143
Truck,12,138565,109,2187,17,7.2,12.19,28,28,Moderate,Medium,10,Yes,0-3000,2869.588056
SUV,11,181820,107,3237,34,14.3,11.74,25,34,Critical,High,5,No,3000-10000,6951.899047
Hatchback,10,183926,87,3131,39,17.9,12.09,35,28,Good,Low,12,Yes,50000-80000,68406.09221
Sedan,7,177044,91,2170,32,14.2,11.97,26,35,Good,Low,6,Yes,50000-80000,64724.56894
Truck,6,61737,103,2772,26,4.2,12.21,29,31,Good,Medium,6,No,25000-50000,42107.27413
Sedan,9,237236,99,2194,36,15.9,11.84,42,34,Moderate,Medium,12,No,25000-50000,40020.83555
SUV,8,175564,97,1063,28,12.8,11.79,31,33,Good,Medium,6,No,50000-80000,50872.73479
Sedan,3,74064,91,821,42,15.1,12.69,43,28,Good,High,8,No,50000-80000,60804.25163
SUV,12,29948,97,1328,24,10.4,12.4,28,32,Good,Low,8,No,80000+,101566.8879
Truck,9,96234,95,775,31,9.7,12.27,44,35,Moderate,Medium,9,Yes,10000-25000,23788.19828
SUV,4,221201,101,1355,28,13.3,11.93,43,31,Moderate,Medium,11,No,25000-50000,28750.0959
Truck,5,39220,98,1526,27,8.6,12.24,42,34,Good,Medium,7,Yes,25000-50000,32517.05985
SUV,7,131524,101,2871,36,13.5,12.17,27,29,Good,Low,3,No,80000+,102576.1085
Hatchback,6,143108,88,2264,40,16,11.99,38,34,Good,Low,6,No,80000+,100169.6763
